Player,Team,Stat,Role,Best Attribute,Actual Result
1150,288,0,5,0,0
1151,288,0,0,0,0
1152,288,1,1,1,0
1153,289,1,0,0,0
1154,289,0,5,0,0
1155,289,0,4,1,0
1156,289,1,1,1,0
1157,290,0,3,2,1
1158,290,0,4,1,1
1159,290,1,0,0,1
1160,290,1,5,1,1
1161,291,0,2,0,1
1162,291,1,5,0,1
1163,291,1,0,0,1
1164,291,0,0,0,1
1165,292,1,2,0,0
1166,292,0,3,0,0
1167,292,1,5,0,0
1168,292,0,1,1,0
1169,293,1,0,0,0
1170,293,1,1,1,0
1171,293,1,2,0,0
1172,293,0,4,1,0
1173,294,0,4,1,1
1174,294,0,5,2,1
1175,294,0,0,0,1
1176,294,1,2,0,1
1177,295,0,1,1,1
1178,295,1,5,2,1
1179,295,1,2,0,1
1180,295,1,0,0,1
1181,296,0,5,2,0
1182,296,1,2,0,0
1183,296,0,0,0,0
1184,296,0,1,1,0
1185,297,0,0,0,1
1186,297,1,1,1,1
1187,297,0,3,2,1
1188,297,0,2,0,1
1189,298,1,2,0,0
1190,298,0,1,1,0
1191,298,1,0,0,0
1192,298,1,5,1,0
1193,299,0,0,0,1
1194,299,1,2,0,1
1195,299,1,1,1,1
1196,299,0,4,1,1
1197,300,0,4,1,0
1198,300,0,5,0,0
1199,300,1,5,0,0
1200,300,0,2,0,0
1201,301,0,0,0,1
1202,301,1,1,1,1
1203,301,1,2,0,1
1204,301,1,3,2,1
1205,302,0,1,1,0
1206,302,0,4,1,0
1207,302,1,2,0,0
1208,302,1,5,0,0
1209,303,0,0,0,1
1210,303,0,1,1,1
1211,303,0,3,2,1
1212,303,0,2,0,1
1213,304,0,5,2,0
1214,304,0,2,0,0
1215,304,1,0,0,0
1216,304,0,4,1,0
1217,305,1,1,1,0
1218,305,0,3,2,0
1219,305,0,5,0,0
1220,305,1,2,0,0
1221,306,0,5,2,1
1222,306,0,4,1,1
1223,306,0,0,0,1
1224,306,1,2,0,1
1225,307,1,1,1,1
1226,307,0,2,0,1
1227,307,0,4,1,1
1228,307,0,0,0,1
1229,308,0,1,1,0
1230,308,0,3,2,0
1231,308,1,0,0,0
1232,308,1,3,2,0
1233,309,1,2,0,1
1234,309,0,3,2,1
1235,309,0,1,1,1
1236,309,1,5,0,1
1237,310,1,1,1,0
1238,310,0,4,1,0
1239,310,1,5,0,0
1240,310,0,5,0,0
1241,311,1,0,0,0
1242,311,0,1,1,0
1243,311,0,2,0,0
1244,311,1,3,2,0
1245,312,0,5,2,1
1246,312,1,2,0,1
1247,312,1,0,0,1
1248,312,0,3,2,1
1249,313,1,5,2,1
1250,313,0,4,1,1
1251,313,0,2,0,1
1252,313,1,0,0,1
1253,314,0,3,2,0
1254,314,0,1,1,0
1255,314,1,0,0,0
1256,314,1,3,2,0
1257,315,1,0,0,0
1258,315,1,2,0,0
1259,315,1,5,2,0
1260,315,0,1,1,0
1261,316,0,2,0,1
1262,316,0,1,1,1
1263,316,0,0,0,1
1264,316,0,5,0,1
1265,317,1,0,0,1
1266,317,0,3,2,1
1267,317,1,2,0,1
1268,317,0,1,1,1
1269,318,1,1,1,0
1270,318,0,3,2,0
1271,318,1,5,2,0
1272,318,1,5,2,0
1273,319,1,0,0,1
1274,319,0,4,1,1
1275,319,1,2,0,1
1276,319,0,1,1,1
1277,320,0,3,2,0
1278,320,1,1,1,0
1279,320,0,0,0,0
1280,320,0,5,2,0
1281,321,1,0,0,1
1282,321,0,2,0,1
1283,321,0,4,1,1
1284,321,0,1,1,1
1285,322,0,5,0,0
1286,322,1,3,2,0
1287,322,1,0,0,0
1288,322,1,1,1,0
1289,323,0,4,1,1
1290,323,0,5,2,1
1291,323,1,1,1,1
1292,323,0,2,0,1
1293,324,0,2,0,0
1294,324,0,5,0,0
1295,324,1,5,0,0
1296,324,0,3,2,0
1297,325,0,0,0,0
1298,325,0,2,0,0
1299,325,0,1,1,0
1300,325,0,3,2,0
1301,326,1,5,1,1
1302,326,1,2,0,1
1303,326,1,0,0,1
1304,326,0,4,1,1
1305,327,1,0,0,1
1306,327,0,4,1,1
1307,327,1,2,0,1
1308,327,0,1,1,1
1309,328,0,3,2,0
1310,328,1,1,1,0
1311,328,1,0,0,0
1312,328,0,2,0,0
1313,329,1,0,0,0
1314,329,1,1,1,0
1315,329,0,3,2,0
1316,329,0,5,2,0
1317,330,0,5,2,1
1318,330,0,2,0,1
1319,330,0,0,0,1
1320,330,0,1,1,1
1321,331,0,5,2,1
1322,331,0,3,2,1
1323,331,0,2,0,1
1324,331,1,0,0,1
1325,332,0,1,1,0
1326,332,1,5,0,0
1327,332,1,0,0,0
1328,332,0,2,0,0
1329,333,0,0,0,1
1330,333,1,5,2,1
1331,333,0,1,1,1
1332,333,1,2,0,1
1333,334,1,3,2,0
1334,334,0,1,1,0
1335,334,0,0,0,0
1336,334,0,2,0,0
1337,335,1,0,0,0
1338,335,0,3,2,0
1339,335,0,2,0,0
1340,335,0,1,1,0
1341,336,0,1,1,1
1342,336,1,3,2,1
1343,336,1,0,0,1
1344,336,0,4,1,1
1345,337,0,5,2,0
1346,337,0,1,1,0
1347,337,1,3,2,0
1348,337,1,0,0,0
1349,338,0,5,2,1
1350,338,0,4,1,1
1351,338,1,0,0,1
1352,338,0,1,1,1
1353,339,1,0,0,1
1354,339,0,1,1,1
1355,339,0,2,0,1
1356,339,0,4,1,1
1357,340,0,0,0,0
1358,340,0,1,1,0
1359,340,0,3,2,0
1360,340,0,2,0,0
1361,341,0,3,2,1
1362,341,0,5,2,1
1363,341,0,1,1,1
1364,341,0,2,0,1
1365,342,0,5,0,0
1366,342,1,2,0,0
1367,342,1,5,0,0
1368,342,0,4,1,0
1369,343,0,1,1,1
1370,343,0,3,2,1
1371,343,0,2,0,1
1372,343,0,5,0,1
1373,344,1,2,0,0
1374,344,0,4,1,0
1375,344,1,0,0,0
1376,344,0,1,1,0
1377,345,0,5,2,1
1378,345,0,4,1,1
1379,345,0,2,0,1
1380,345,0,1,1,1
1381,346,0,3,0,0
1382,346,1,3,2,0
1383,346,1,0,0,0
1384,346,0,1,1,0
1385,347,0,0,0,0
1386,347,1,5,2,0
1387,347,0,2,0,0
1388,347,0,4,1,0
1389,348,0,5,0,1
1390,348,0,3,0,1
1391,348,0,0,0,1
1392,348,0,2,0,1
1393,349,1,0,0,0
1394,349,0,1,1,0
1395,349,0,2,0,0
1396,349,0,4,1,0
1397,350,1,3,2,1
1398,350,1,2,0,1
1399,350,1,0,0,1
1400,350,1,1,1,1
1401,351,1,1,1,1
1402,351,0,4,1,1
1403,351,1,5,2,1
1404,351,1,2,0,1
1405,352,1,5,2,0
1406,352,0,3,0,0
1407,352,1,0,0,0
1408,352,1,2,0,0
1409,353,0,0,0,0
1410,353,0,1,1,0
1411,353,0,5,0,0
1412,353,0,2,0,0
1413,354,1,3,2,1
1414,354,0,1,1,1
1415,354,0,0,0,1
1416,354,1,2,0,1
1417,355,1,0,0,0
1418,355,1,5,0,0
1419,355,0,3,2,0
1420,355,0,1,1,0
1421,356,0,1,1,1
1422,356,1,2,0,1
1423,356,1,0,0,1
1424,356,1,3,2,1
1425,357,0,2,0,1
1426,357,1,1,1,1
1427,357,0,5,2,1
1428,357,1,0,0,1
1429,358,0,1,1,0
1430,358,1,3,2,0
1431,358,1,5,0,0
1432,358,0,2,0,0
1433,359,1,0,0,1
1434,359,0,4,1,1
1435,359,1,1,1,1
1436,359,0,2,0,1
1437,360,0,3,0,0
1438,360,0,1,1,0
1439,360,1,5,0,0
1440,360,0,5,0,0
1441,361,0,1,1,1
1442,361,0,4,1,1
1443,361,1,2,0,1
1444,361,1,0,0,1
1445,362,0,1,1,0
1446,362,1,3,2,0
1447,362,1,0,0,0
1448,362,0,2,0,0
1449,363,1,2,0,0
1450,363,0,1,1,0
1451,363,0,3,0,0
1452,363,1,0,0,0
1453,364,0,2,0,1
1454,364,1,1,1,1
1455,364,1,0,0,1
1456,364,0,5,0,1
1457,365,0,1,1,0
1458,365,0,4,1,0
1459,365,1,2,0,0
1460,365,1,0,0,0
1461,366,0,5,2,1
1462,366,0,1,1,1
1463,366,0,0,0,1
1464,366,1,2,0,1
1465,367,0,1,1,0
1466,367,0,2,0,0
1467,367,0,3,2,0
1468,367,1,0,0,0
1469,368,0,1,1,1
1470,368,0,2,0,1
1471,368,1,0,0,1
1472,368,0,4,1,1
1473,369,1,3,2,0
1474,369,0,1,1,0
1475,369,1,2,0,0
1476,369,1,0,0,0
1477,370,1,2,0,1
1478,370,0,1,1,1
1479,370,0,0,0,1
1480,370,1,5,2,1
1481,371,1,2,0,1
1482,371,1,3,2,1
1483,371,0,1,1,1
1484,371,0,5,2,1
1485,372,0,4,1,0
1486,372,0,2,0,0
1487,372,1,5,0,0
1488,372,0,5,0,0
1489,373,0,1,1,1
1490,373,1,2,0,1
1491,373,0,3,2,1
1492,373,1,0,0,1
1493,374,0,2,0,0
1494,374,0,4,1,0
1495,374,1,0,0,0
1496,374,1,5,0,0
1497,375,0,4,1,0
1498,375,0,1,1,0
1499,375,1,2,0,0
1500,375,1,0,0,0
1501,376,0,2,0,1
1502,376,0,5,2,1
1503,376,1,0,0,1
1504,376,0,4,1,1
1505,377,0,4,1,1
1506,377,0,2,0,1
1507,377,1,1,1,1
1508,377,1,0,0,1
1509,378,0,5,2,0
1510,378,0,4,1,0
1511,378,1,0,0,0
1512,378,1,2,0,0
1513,379,1,5,0,0
1514,379,1,1,1,0
1515,379,0,3,0,0
1516,379,0,2,0,0
1517,380,1,3,2,1
1518,380,1,1,1,1
1519,380,1,5,0,1
1520,380,0,2,0,1
1521,381,1,3,2,1
1522,381,1,2,0,1
1523,381,0,5,2,1
1524,381,0,1,1,1
1525,382,0,2,0,0
1526,382,0,1,1,0
1527,382,1,5,0,0
1528,382,1,3,2,0
1529,383,0,1,1,1
1530,383,0,3,2,1
1531,383,1,2,0,1
1532,383,0,5,0,1
1533,384,0,4,1,0
1534,384,0,1,1,0
1535,384,0,0,0,0
1536,384,0,5,2,0
1537,385,1,0,0,1
1538,385,1,3,2,1
1539,385,0,1,1,1
1540,385,0,3,0,1
1541,386,0,5,0,0
1542,386,1,1,1,0
1543,386,1,5,0,0
1544,386,1,3,2,0
1545,387,1,0,0,0
1546,387,1,3,2,0
1547,387,1,2,0,0
1548,387,0,1,1,0
1549,388,0,5,0,1
1550,388,0,1,1,1
1551,388,0,0,0,1
1552,388,1,3,2,1
1553,389,0,2,0,0
1554,389,0,4,1,0
1555,389,0,1,1,0
1556,389,0,0,0,0
1557,390,1,5,1,1
1558,390,0,1,1,1
1559,390,0,0,0,1
1560,390,0,3,2,1
1561,391,1,2,0,1
1562,391,0,3,2,1
1563,391,0,1,1,1
1564,391,0,0,0,1
1565,392,0,3,2,0
1566,392,0,2,0,0
1567,392,1,5,0,0
1568,392,0,1,1,0
1569,393,1,2,0,0
1570,393,0,3,2,0
1571,393,1,1,1,0
1572,393,1,0,0,0
1573,394,1,5,1,1
1574,394,0,3,0,1
1575,394,0,0,0,1
1576,394,0,2,0,1
1577,395,0,1,1,1
1578,395,1,2,0,1
1579,395,0,4,1,1
1580,395,0,0,0,1
1581,396,1,3,2,0
1582,396,0,5,0,0
1583,396,1,5,0,0
1584,396,0,2,0,0
1585,397,0,3,2,0
1586,397,0,1,1,0
1587,397,0,2,0,0
1588,397,1,0,0,0
1589,398,,5,,1
1590,398,0,3,0,1
1591,398,1,0,0,1
1592,398,1,2,0,1
1593,399,0,1,1,1
1594,399,1,2,0,1
1595,399,0,3,2,1
1596,399,0,0,0,1
1597,400,0,2,0,0
1598,400,0,1,1,0
1599,400,1,0,0,0
1600,400,1,5,0,0
1601,401,1,3,2,1
1602,401,0,1,1,1
1603,401,0,2,0,1
1604,401,0,0,0,1
1605,402,1,5,0,0
1606,402,0,1,1,0
1607,402,1,0,0,0
1608,402,0,4,1,0
1609,403,1,2,0,1
1610,403,0,3,2,1
1611,403,0,1,1,1
1612,403,1,0,0,1
1613,404,0,5,0,0
1614,404,0,3,2,0
1615,404,1,5,0,0
1616,404,0,1,1,0
1617,405,0,2,0,1
1618,405,0,1,1,1
1619,405,0,3,2,1
1620,405,1,0,0,1
1621,406,1,2,0,0
1622,406,0,1,1,0
1623,406,1,0,0,0
1624,406,1,3,2,0
1625,407,1,2,0,0
1626,407,0,4,1,0
1627,407,0,1,1,0
1628,407,1,0,0,0
1629,408,0,1,1,1
1630,408,0,5,0,1
1631,408,1,5,0,1
1632,408,0,4,1,1
1633,409,1,2,0,0
1634,409,0,3,0,0
1635,409,0,1,1,0
1636,409,1,0,0,0
1637,410,1,2,0,1
1638,410,0,1,1,1
1639,410,1,5,0,1
1640,410,0,4,1,1
1641,411,0,2,0,0
1642,411,0,3,2,0
1643,411,1,1,1,0
1644,411,1,0,0,0
1645,412,1,3,2,1
1646,412,1,1,1,1
1647,412,1,0,0,1
1648,412,0,2,0,1
1649,413,0,2,0,0
1650,413,1,1,1,0
1651,413,1,3,2,0
1652,413,1,0,0,0
1653,414,1,5,2,1
1654,414,0,3,2,1
1655,414,1,0,0,1
1656,414,0,1,1,1
1657,415,0,1,1,1
1658,415,0,2,0,1
1659,415,0,3,2,1
1660,415,1,0,0,1
1661,416,0,1,1,0
1662,416,1,5,2,0
1663,416,0,0,0,0
1664,416,1,2,0,0
1665,417,0,3,0,0
1666,417,1,1,1,0
1667,417,1,2,0,0
1668,417,1,0,0,0
1669,418,0,5,2,1
1670,418,0,1,1,1
1671,418,0,0,0,1
1672,418,1,3,2,1
1673,419,0,4,1,1
1674,419,0,4,1,1
1675,419,0,2,0,1
1676,419,0,0,0,1
1677,420,0,5,0,0
1678,420,0,4,1,0
1679,420,0,0,0,0
1680,420,0,1,1,0
1681,421,1,1,1,0
1682,421,0,5,2,0
1683,421,1,0,0,0
1684,421,1,2,0,0
1685,422,0,3,0,1
1686,422,0,1,1,1
1687,422,1,5,0,1
1688,422,0,2,0,1
1689,423,0,1,1,1
1690,423,1,3,2,1
1691,423,0,2,0,1
1692,423,0,0,0,1
1693,424,0,2,0,0
1694,424,0,4,1,0
1695,424,0,0,0,0
1696,424,0,1,1,0
1697,425,0,3,0,0
1698,425,1,1,1,0
1699,425,1,2,0,0
1700,425,1,0,0,0
1701,426,0,5,2,1
1702,426,0,1,1,1
1703,426,0,0,0,1
1704,426,1,3,2,1
1705,427,0,3,2,1
1706,427,0,2,0,1
1707,427,1,1,1,1
1708,427,1,0,0,1
1709,428,0,3,0,0
1710,428,0,5,2,0
1711,428,0,0,0,0
1712,428,1,2,0,0
1713,429,1,1,1,1
1714,429,0,4,1,1
1715,429,0,2,0,1
1716,429,0,0,0,1
1717,430,0,4,1,0
1718,430,0,2,0,0
1719,430,1,0,0,0
1720,430,0,5,0,0
1721,431,1,3,2,1
1722,431,1,2,0,1
1723,431,0,1,1,1
1724,431,1,0,0,1
1725,432,1,5,2,0
1726,432,0,1,1,0
1727,432,0,0,0,0
1728,432,1,2,0,0
1729,433,0,2,0,1
1730,433,0,3,0,1
1731,433,0,1,1,1
1732,433,0,0,0,1
1733,434,0,4,1,0
1734,434,0,2,0,0
1735,434,1,0,0,0
1736,434,0,1,1,0
1737,435,1,3,2,0
1738,435,1,1,1,0
1739,435,1,2,0,0
1740,435,1,0,0,0
1741,436,0,4,1,1
1742,436,0,2,0,1
1743,436,1,0,0,1
1744,436,1,5,2,1
1745,437,0,1,1,0
1746,437,0,4,1,0
1747,437,0,2,0,0
1748,437,0,0,0,0
1749,438,0,1,1,1
1750,438,0,2,0,1
1751,438,0,0,0,1
1752,438,1,5,1,1
1753,439,0,5,2,0
1754,439,0,2,0,0
1755,439,1,3,2,0
1756,439,1,0,0,0
1757,440,0,5,2,1
1758,440,1,2,0,1
1759,440,0,0,0,1
1760,440,0,1,1,1
1761,441,0,3,2,1
1762,441,1,2,0,1
1763,441,0,1,1,1
1764,441,1,0,0,1
1765,442,1,3,2,0
1766,442,1,0,0,0
1767,442,1,2,0,0
1768,442,0,5,0,0
1769,443,0,4,1,1
1770,443,0,2,0,1
1771,443,0,5,2,1
1772,443,0,0,0,1
1773,444,0,2,0,0
1774,444,1,1,1,0
1775,444,0,0,0,0
1776,444,1,5,2,0
1777,445,0,4,1,1
1778,445,0,2,0,1
1779,445,0,1,1,1
1780,445,1,0,0,1
1781,446,0,5,0,0
1782,446,0,2,0,0
1783,446,1,5,0,0
1784,446,0,1,1,0
1785,447,1,2,0,1
1786,447,0,1,1,1
1787,447,0,4,1,1
1788,447,0,0,0,1
1789,448,1,5,1,0
1790,448,1,2,0,0
1791,448,1,0,0,0
1792,448,1,1,1,0
1793,449,0,1,1,1
1794,449,1,2,0,1
1795,449,0,4,1,1
1796,449,0,0,0,1
1797,450,0,4,1,0
1798,450,0,5,0,0
1799,450,0,0,0,0
1800,450,0,2,0,0
1801,451,1,2,0,1
1802,451,0,4,1,1
1803,451,1,1,1,1
1804,451,0,0,0,1
1805,452,0,5,2,0
1806,452,0,4,1,0
1807,452,0,0,0,0
1808,452,0,1,1,0
1809,453,0,3,2,0
1810,453,0,1,1,0
1811,453,0,2,0,0
1812,453,0,0,0,0
1813,454,0,4,1,1
1814,454,0,1,1,1
1815,454,1,0,0,1
1816,454,0,5,2,1
1817,455,0,3,0,1
1818,455,0,5,0,1
1819,455,0,2,0,1
1820,455,0,0,0,1
1821,456,1,1,1,0
1822,456,0,4,1,0
1823,456,1,0,0,0
1824,456,1,2,0,0
1825,457,1,2,0,1
1826,457,1,1,1,1
1827,457,0,4,1,1
1828,457,1,0,0,1
1829,458,0,5,2,0
1830,458,1,2,0,0
1831,458,0,0,0,0
1832,458,0,4,1,0
1833,459,0,3,0,0
1834,459,0,1,1,0
1835,459,0,2,0,0
1836,459,1,0,0,0
1837,460,0,5,0,1
1838,460,1,1,1,1
1839,460,1,0,0,1
1840,460,0,2,0,1
1841,461,0,1,1,0
1842,461,1,2,0,0
1843,461,0,4,1,0
1844,461,1,0,0,0
1845,462,0,1,1,1
1846,462,0,3,2,1
1847,462,1,5,0,1
1848,462,0,2,0,1
1849,463,0,5,2,1
1850,463,0,3,0,1
1851,463,1,2,0,1
1852,463,1,0,0,1
1853,464,1,5,2,0
1854,464,0,2,0,0
1855,464,1,0,0,0
1856,464,1,1,1,0
1857,465,0,1,1,1
1858,465,0,2,0,1
1859,465,0,3,2,1
1860,465,1,0,0,1
1861,466,1,5,0,0
1862,466,0,2,0,0
1863,466,0,0,0,0
1864,466,0,4,1,0
1865,467,1,3,2,1
1866,467,1,2,0,1
1867,467,0,1,1,1
1868,467,1,0,0,1
1869,468,0,5,0,0
1870,468,0,2,0,0
1871,468,1,0,0,0
1872,468,1,1,1,0
1873,469,0,3,2,1
1874,469,1,1,1,1
1875,469,1,2,0,1
1876,469,1,0,0,1
1877,470,0,4,1,0
1878,470,0,1,1,0
1879,470,1,5,0,0
1880,470,1,2,0,0
1881,471,0,1,1,0
1882,471,0,3,0,0
1883,471,0,2,0,0
1884,471,1,0,0,0
1885,472,0,3,2,1
1886,472,0,2,0,1
1887,472,1,5,0,1
1888,472,1,1,1,1
1889,473,0,2,0,0
1890,473,0,3,2,0
1891,473,0,5,2,0
1892,473,1,0,0,0
1893,474,1,1,1,1
1894,474,0,5,2,1
1895,474,0,0,0,1
1896,474,1,3,2,1
1897,475,0,2,0,0
1898,475,0,5,0,0
1899,475,0,3,2,0
1900,475,0,1,1,0
1901,476,0,2,0,1
1902,476,1,5,0,1
1903,476,0,3,2,1
1904,476,0,1,1,1
1905,477,1,5,0,0
1906,477,0,1,1,0
1907,477,0,4,1,0
1908,477,1,0,0,0
1909,478,0,2,0,1
1910,478,0,3,2,1
1911,478,1,5,0,1
1912,478,0,1,1,1
1913,479,0,5,0,0
1914,479,1,0,0,0
1915,479,1,1,1,0
1916,479,0,4,1,0
1917,480,0,0,0,1
1918,480,1,2,0,1
1919,480,0,5,2,1
1920,480,0,1,1,1
1921,481,0,0,0,1
1922,481,0,2,0,1
1923,481,0,3,2,1
1924,481,0,5,0,1
1925,482,0,2,0,0
1926,482,0,3,2,0
1927,482,1,0,0,0
1928,482,0,5,2,0
1929,483,1,0,0,1
1930,483,1,5,0,1
1931,483,1,1,1,1
1932,483,0,4,1,1
1933,484,1,2,0,0
1934,484,0,1,1,0
1935,484,1,5,0,0
1936,484,0,5,0,0
1937,485,1,0,0,1
1938,485,0,1,1,1
1939,485,0,2,0,1
1940,485,1,3,2,1
1941,486,0,1,1,0
1942,486,1,2,0,0
1943,486,1,0,0,0
1944,486,0,5,0,0
1945,487,1,0,0,1
1946,487,1,3,2,1
1947,487,1,2,0,1
1948,487,0,1,1,1
1949,488,0,5,0,0
1950,488,0,2,0,0
1951,488,1,0,0,0
1952,488,1,1,1,0
1953,489,1,1,1,0
1954,489,0,3,0,0
1955,489,0,2,0,0
1956,489,1,0,0,0
1957,490,0,2,0,1
1958,490,0,1,1,1
1959,490,0,0,0,1
1960,490,0,5,2,1
1961,491,0,4,1,0
1962,491,1,1,1,0
1963,491,0,2,0,0
1964,491,1,0,0,0
1965,492,0,1,1,1
1966,492,0,5,0,1
1967,492,0,0,0,1
1968,492,0,3,0,1
1969,493,0,3,2,1
1970,493,1,1,1,1
1971,493,1,2,0,1
1972,493,1,0,0,1
1973,494,0,4,1,0
1974,494,0,1,1,0
1975,494,1,5,0,0
1976,494,1,2,0,0
1977,495,0,1,1,0
1978,495,0,3,0,0
1979,495,0,2,0,0
1980,495,1,0,0,0
1981,496,0,3,2,1
1982,496,0,2,0,1
1983,496,1,5,0,1
1984,496,1,1,1,1
1985,497,1,1,1,0
1986,497,1,2,0,0
1987,497,1,3,2,0
1988,497,1,0,0,0
1989,498,1,5,2,1
1990,498,1,3,2,1
1991,498,1,0,0,1
1992,498,1,2,0,1
1993,499,0,4,1,1
1994,499,0,5,2,1
1995,499,1,2,0,1
1996,499,0,1,1,1
1997,500,0,1,1,0
1998,500,0,4,1,0
1999,500,0,0,0,0
2000,500,0,5,2,0
